MQ-2,MQ-3,MQ-136,MQ-137,corruption_level
162.0,268.0,74.0,126.0,1
162.0,268.0,74.0,126.0,1
162.0,268.0,74.0,126.0,1
162.0,268.0,74.0,126.0,1
162.0,268.0,74.0,126.0,1
162.0,268.0,74.0,126.0,1
162.0,268.0,74.0,126.0,1
162.0,268.0,74.0,126.0,1
162.0,268.0,74.0,126.0,1
162.0,267.0,74.0,126.0,1
163.0,267.0,74.0,126.0,1
162.0,267.0,74.0,126.0,1
162.0,267.0,74.0,126.0,1
162.0,267.0,74.0,126.0,1
162.0,267.0,74.0,126.0,1
163.0,267.0,74.0,126.0,1
163.0,267.0,74.0,126.0,1
162.0,267.0,74.0,126.0,1
162.0,267.0,74.0,126.0,1
162.0,267.0,74.0,126.0,1
163.0,267.0,74.0,126.0,1
163.0,267.0,74.0,126.0,1
163.0,267.0,74.0,126.0,1
163.0,266.0,74.0,126.0,1
163.0,267.0,74.0,126.0,1
163.0,267.0,74.0,126.0,1
163.0,267.0,74.0,126.0,1
164.0,268.0,74.0,126.0,1
164.0,268.0,74.0,127.0,1
164.0,268.0,74.0,127.0,1
164.0,268.0,74.0,126.0,1
164.0,268.0,74.0,127.0,1
164.0,268.0,74.0,127.0,1
164.0,268.0,74.0,127.0,1
164.0,268.0,74.0,127.0,1
164.0,268.0,75.0,127.0,1
164.0,268.0,75.0,127.0,1
164.0,268.0,74.0,127.0,1
164.0,268.0,74.0,127.0,1
164.0,267.0,74.0,127.0,1
164.0,267.0,75.0,127.0,1
164.0,267.0,74.0,127.0,1
164.0,267.0,74.0,127.0,1
164.0,267.0,74.0,127.0,1
164.0,267.0,74.0,127.0,1
164.0,267.0,74.0,127.0,1
164.0,267.0,74.0,127.0,1
164.0,267.0,74.0,127.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,267.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
165.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
165.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
164.0,266.0,74.0,126.0,1
165.0,266.0,74.0,126.0,1
165.0,266.0,74.0,126.0,1
165.0,266.0,74.0,126.0,1
165.0,266.0,74.0,126.0,1
165.0,266.0,74.0,126.0,1
165.0,265.0,74.0,126.0,1
165.0,265.0,74.0,126.0,1
165.0,265.0,74.0,126.0,1
165.0,265.0,74.0,126.0,1
165.0,265.0,74.0,126.0,1
165.0,265.0,74.0,125.0,1
165.0,265.0,74.0,125.0,1
165.0,265.0,74.0,125.0,1
165.0,265.0,74.0,125.0,1
165.0,265.0,74.0,125.0,1
165.0,265.0,75.0,125.0,1
165.0,265.0,74.0,125.0,1
165.0,265.0,74.0,125.0,1
165.0,265.0,74.0,125.0,1
165.0,265.0,74.0,125.0,1
165.0,265.0,74.0,125.0,1
164.0,265.0,74.0,125.0,1
164.0,265.0,74.0,125.0,1
164.0,265.0,74.0,125.0,1
165.0,265.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
165.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,125.0,1
164.0,264.0,74.0,124.0,1
164.0,264.0,74.0,124.0,1
164.0,264.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
164.0,264.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
164.0,264.0,74.0,124.0,1
164.0,264.0,74.0,124.0,1
164.0,264.0,74.0,124.0,1
164.0,264.0,74.0,124.0,1
164.0,263.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,264.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,263.0,74.0,124.0,1
165.0,262.0,74.0,124.0,1
165.0,262.0,74.0,124.0,1
165.0,262.0,74.0,124.0,1
178.0,308.0,85.0,159.0,1
178.0,307.0,85.0,159.0,1
178.0,307.0,85.0,159.0,1
178.0,307.0,85.0,159.0,1
178.0,307.0,85.0,159.0,1
178.0,307.0,85.0,159.0,1
178.0,306.0,85.0,159.0,1
178.0,306.0,85.0,159.0,1
178.0,306.0,85.0,159.0,1
178.0,306.0,85.0,159.0,1
178.0,305.0,85.0,159.0,1
178.0,305.0,85.0,158.0,1
178.0,305.0,85.0,159.0,1
178.0,305.0,85.0,158.0,1
178.0,305.0,85.0,158.0,1
178.0,304.0,85.0,158.0,1
178.0,304.0,85.0,158.0,1
178.0,304.0,85.0,158.0,1
178.0,304.0,85.0,158.0,1
178.0,304.0,85.0,158.0,1
177.0,304.0,85.0,158.0,1
