MQ-2,MQ-3,MQ-136,MQ-137
165.0,263.0,74.0,124.0
165.0,263.0,74.0,124.0
165.0,263.0,74.0,124.0
165.0,263.0,74.0,124.0
165.0,262.0,74.0,124.0
165.0,262.0,74.0,124.0
165.0,262.0,74.0,124.0
178.0,308.0,85.0,159.0
178.0,307.0,85.0,159.0
178.0,307.0,85.0,159.0
178.0,307.0,85.0,159.0
178.0,307.0,85.0,159.0
178.0,307.0,85.0,159.0
178.0,306.0,85.0,159.0
178.0,306.0,85.0,159.0
178.0,306.0,85.0,159.0
178.0,306.0,85.0,159.0
178.0,305.0,85.0,159.0
178.0,305.0,85.0,158.0
178.0,305.0,85.0,159.0
178.0,305.0,85.0,158.0
178.0,305.0,85.0,158.0
178.0,304.0,85.0,158.0
178.0,304.0,85.0,158.0
178.0,304.0,85.0,158.0
178.0,304.0,85.0,158.0
178.0,304.0,85.0,158.0
177.0,304.0,85.0,158.0
178.0,304.0,85.0,158.0
178.0,304.0,85.0,158.0
177.0,303.0,85.0,158.0
177.0,303.0,85.0,158.0
177.0,303.0,85.0,158.0
177.0,303.0,85.0,158.0
177.0,303.0,85.0,158.0
177.0,303.0,85.0,158.0
177.0,303.0,85.0,158.0
177.0,302.0,85.0,158.0
177.0,302.0,85.0,158.0
177.0,302.0,85.0,158.0
177.0,302.0,85.0,158.0
177.0,302.0,85.0,157.0
177.0,302.0,85.0,157.0
176.0,302.0,85.0,157.0
176.0,302.0,84.0,157.0
176.0,302.0,85.0,157.0
176.0,301.0,85.0,157.0
176.0,301.0,85.0,157.0
176.0,301.0,85.0,157.0
176.0,301.0,85.0,157.0
176.0,301.0,84.0,157.0
176.0,301.0,84.0,157.0
176.0,301.0,84.0,157.0
176.0,301.0,84.0,157.0
176.0,301.0,84.0,157.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,300.0,84.0,156.0
176.0,299.0,84.0,156.0
176.0,299.0,84.0,156.0
176.0,299.0,84.0,156.0
176.0,299.0,84.0,156.0
176.0,299.0,84.0,156.0
176.0,299.0,84.0,156.0
176.0,298.0,84.0,156.0
176.0,298.0,84.0,156.0
176.0,298.0,84.0,156.0
176.0,298.0,84.0,155.0
176.0,298.0,84.0,155.0
176.0,298.0,84.0,155.0
176.0,297.0,84.0,155.0
176.0,297.0,84.0,155.0
176.0,297.0,84.0,155.0
176.0,297.0,84.0,155.0
176.0,297.0,84.0,155.0
175.0,296.0,84.0,155.0
175.0,296.0,84.0,155.0
175.0,296.0,84.0,155.0
175.0,296.0,84.0,155.0
175.0,296.0,84.0,155.0
175.0,295.0,84.0,155.0
175.0,295.0,84.0,155.0
175.0,295.0,83.0,155.0
175.0,295.0,83.0,155.0
175.0,294.0,84.0,155.0
175.0,294.0,84.0,154.0
175.0,294.0,83.0,154.0
175.0,294.0,83.0,154.0
175.0,294.0,83.0,154.0
175.0,294.0,83.0,154.0
174.0,293.0,83.0,154.0
174.0,293.0,83.0,154.0
174.0,293.0,83.0,154.0
175.0,293.0,83.0,154.0
174.0,293.0,83.0,154.0
174.0,292.0,83.0,154.0
174.0,292.0,83.0,154.0
174.0,292.0,83.0,154.0
174.0,292.0,83.0,154.0
174.0,292.0,83.0,154.0
174.0,292.0,83.0,154.0
174.0,292.0,83.0,154.0
174.0,292.0,83.0,153.0
174.0,292.0,83.0,153.0
174.0,292.0,83.0,154.0
174.0,292.0,83.0,153.0
174.0,292.0,83.0,153.0
174.0,291.0,83.0,153.0
174.0,291.0,83.0,153.0
174.0,291.0,83.0,153.0
174.0,291.0,83.0,153.0
174.0,291.0,83.0,153.0
174.0,291.0,82.0,153.0
174.0,291.0,82.0,153.0
174.0,291.0,83.0,153.0
174.0,291.0,82.0,153.0
174.0,290.0,82.0,153.0
174.0,291.0,82.0,152.0
174.0,291.0,82.0,152.0
174.0,291.0,82.0,152.0
174.0,290.0,82.0,152.0
174.0,290.0,82.0,152.0
174.0,290.0,82.0,152.0
174.0,289.0,82.0,152.0
173.0,289.0,82.0,152.0
173.0,289.0,82.0,152.0
173.0,289.0,82.0,152.0
173.0,289.0,82.0,152.0
173.0,289.0,82.0,152.0
173.0,288.0,82.0,152.0
173.0,288.0,82.0,152.0
173.0,288.0,82.0,152.0
173.0,288.0,82.0,152.0
173.0,288.0,82.0,152.0
173.0,288.0,82.0,152.0
173.0,288.0,82.0,152.0
173.0,288.0,82.0,151.0
173.0,288.0,82.0,151.0
173.0,288.0,82.0,151.0
173.0,288.0,82.0,151.0
173.0,288.0,82.0,151.0
173.0,288.0,82.0,151.0
173.0,287.0,82.0,151.0
173.0,287.0,82.0,151.0
172.0,287.0,82.0,151.0
172.0,286.0,82.0,151.0
172.0,286.0,82.0,151.0
172.0,286.0,82.0,151.0
172.0,286.0,82.0,151.0
