MQ-2,MQ-3,MQ-136,MQ-137,corruption_level
236.0,512.0,178.0,257.0,2
236.0,514.0,181.0,259.0,2
237.0,517.0,186.0,262.0,2
237.0,522.0,192.0,265.0,2
238.0,528.0,198.0,269.0,2
240.0,534.0,203.0,274.0,2
242.0,538.0,206.0,281.0,2
245.0,540.0,208.0,289.0,2
246.0,541.0,211.0,298.0,2
247.0,541.0,214.0,306.0,2
247.0,540.0,219.0,313.0,2
248.0,540.0,221.0,319.0,2
248.0,537.0,221.0,325.0,2
247.0,534.0,219.0,330.0,2
245.0,533.0,217.0,334.0,2
244.0,533.0,215.0,336.0,2
244.0,534.0,213.0,337.0,2
245.0,533.0,212.0,337.0,2
245.0,532.0,211.0,339.0,2
245.0,530.0,211.0,342.0,2
246.0,530.0,211.0,347.0,2
247.0,529.0,212.0,351.0,2
248.0,530.0,216.0,355.0,2
248.0,534.0,216.0,356.0,2
249.0,538.0,216.0,356.0,2
250.0,538.0,214.0,355.0,2
252.0,539.0,212.0,355.0,2
253.0,541.0,211.0,353.0,2
255.0,543.0,211.0,353.0,2
256.0,545.0,213.0,355.0,2
258.0,548.0,216.0,357.0,2
259.0,552.0,220.0,361.0,2
261.0,554.0,222.0,364.0,2
262.0,555.0,224.0,366.0,2
262.0,556.0,224.0,365.0,2
262.0,553.0,225.0,365.0,2
260.0,549.0,225.0,366.0,2
259.0,545.0,226.0,368.0,2
257.0,541.0,227.0,369.0,2
256.0,539.0,228.0,369.0,2
255.0,538.0,229.0,369.0,2
255.0,538.0,228.0,370.0,2
256.0,540.0,225.0,370.0,2
256.0,541.0,224.0,370.0,2
257.0,541.0,222.0,370.0,2
258.0,542.0,220.0,369.0,2
259.0,543.0,218.0,367.0,2
260.0,544.0,216.0,366.0,2
262.0,545.0,214.0,366.0,2
263.0,547.0,213.0,365.0,2
264.0,548.0,212.0,365.0,2
265.0,549.0,212.0,365.0,2
267.0,550.0,212.0,366.0,2
268.0,551.0,213.0,369.0,2
269.0,552.0,214.0,372.0,2
269.0,554.0,216.0,376.0,2
270.0,556.0,217.0,379.0,2
271.0,557.0,218.0,383.0,2
272.0,558.0,218.0,386.0,2
274.0,558.0,217.0,388.0,2
275.0,559.0,216.0,390.0,2
276.0,559.0,216.0,392.0,2
276.0,560.0,217.0,392.0,2
277.0,561.0,217.0,392.0,2
277.0,563.0,217.0,392.0,2
278.0,565.0,215.0,390.0,2
278.0,567.0,213.0,389.0,2
279.0,569.0,211.0,386.0,2
279.0,569.0,209.0,384.0,2
280.0,568.0,208.0,381.0,2
280.0,566.0,208.0,377.0,2
279.0,565.0,206.0,374.0,2
280.0,565.0,205.0,372.0,2
282.0,566.0,204.0,370.0,2
283.0,566.0,204.0,369.0,2
285.0,567.0,204.0,370.0,2
286.0,568.0,204.0,371.0,2
288.0,569.0,204.0,372.0,2
288.0,570.0,204.0,372.0,2
289.0,571.0,204.0,373.0,2
289.0,571.0,203.0,374.0,2
