MQ-2,MQ-3,MQ-136,MQ-137,corruption_level
286.0,517.0,195.0,328.0,2
291.0,536.0,197.0,330.0,2
294.0,549.0,198.0,332.0,2
295.0,559.0,199.0,334.0,2
296.0,565.0,199.0,336.0,2
297.0,568.0,200.0,339.0,2
297.0,568.0,201.0,341.0,2
296.0,564.0,202.0,343.0,2
293.0,559.0,204.0,345.0,2
291.0,553.0,205.0,347.0,2
288.0,546.0,206.0,349.0,2
287.0,546.0,206.0,352.0,2
296.0,560.0,206.0,355.0,2
303.0,571.0,206.0,357.0,2
309.0,581.0,207.0,359.0,2
314.0,588.0,208.0,361.0,2
313.0,589.0,209.0,363.0,2
309.0,587.0,210.0,364.0,2
304.0,583.0,211.0,366.0,2
300.0,577.0,212.0,369.0,2
297.0,572.0,212.0,372.0,2
295.0,566.0,213.0,375.0,2
297.0,562.0,214.0,377.0,2
300.0,562.0,214.0,378.0,2
304.0,563.0,214.0,378.0,2
306.0,564.0,215.0,379.0,2
307.0,566.0,215.0,379.0,2
308.0,566.0,215.0,379.0,2
309.0,565.0,215.0,378.0,2
310.0,565.0,215.0,378.0,2
311.0,565.0,215.0,378.0,2
309.0,565.0,215.0,377.0,2
306.0,563.0,215.0,377.0,2
303.0,562.0,216.0,377.0,2
301.0,561.0,216.0,377.0,2
300.0,559.0,217.0,377.0,2
297.0,556.0,218.0,377.0,2
295.0,552.0,219.0,378.0,2
293.0,548.0,220.0,378.0,2
292.0,544.0,221.0,380.0,2
289.0,540.0,222.0,381.0,2
288.0,537.0,222.0,383.0,2
286.0,535.0,223.0,385.0,2
284.0,533.0,223.0,387.0,2
282.0,529.0,223.0,389.0,2
281.0,526.0,224.0,390.0,2
280.0,524.0,224.0,392.0,2
280.0,523.0,225.0,393.0,2
279.0,523.0,226.0,394.0,2
279.0,527.0,227.0,395.0,2
280.0,532.0,227.0,396.0,2
283.0,537.0,227.0,396.0,2
288.0,542.0,228.0,397.0,2
294.0,545.0,228.0,397.0,2
298.0,548.0,227.0,397.0,2
300.0,549.0,227.0,397.0,2
298.0,546.0,226.0,397.0,2
295.0,543.0,226.0,396.0,2
294.0,540.0,225.0,396.0,2
293.0,538.0,224.0,395.0,2
294.0,539.0,223.0,395.0,2
298.0,541.0,224.0,394.0,2
300.0,545.0,223.0,394.0,2
303.0,549.0,222.0,393.0,2
306.0,553.0,220.0,392.0,2
309.0,556.0,218.0,391.0,2
312.0,558.0,217.0,390.0,2
315.0,558.0,216.0,389.0,2
316.0,559.0,215.0,388.0,2
315.0,558.0,215.0,387.0,2
315.0,558.0,216.0,386.0,2
314.0,556.0,217.0,386.0,2
311.0,552.0,217.0,385.0,2
307.0,548.0,217.0,384.0,2
304.0,544.0,217.0,384.0,2
301.0,540.0,217.0,384.0,2
299.0,536.0,217.0,384.0,2
297.0,533.0,217.0,385.0,2
295.0,529.0,217.0,387.0,2
293.0,526.0,218.0,389.0,2
293.0,523.0,218.0,391.0,2
292.0,521.0,219.0,393.0,2
291.0,518.0,220.0,395.0,2
290.0,516.0,220.0,398.0,2
289.0,515.0,221.0,400.0,2
289.0,515.0,222.0,402.0,2
290.0,518.0,222.0,404.0,2
293.0,523.0,222.0,405.0,2
296.0,526.0,222.0,406.0,2
299.0,528.0,220.0,405.0,2
302.0,532.0,218.0,404.0,2
304.0,538.0,217.0,402.0,2
306.0,544.0,216.0,401.0,2
308.0,549.0,215.0,400.0,2
308.0,552.0,213.0,398.0,2
307.0,552.0,212.0,396.0,2
305.0,549.0,210.0,394.0,2
302.0,546.0,210.0,393.0,2
299.0,542.0,209.0,391.0,2
297.0,539.0,210.0,390.0,2
295.0,535.0,210.0,389.0,2
293.0,532.0,210.0,388.0,2
292.0,529.0,210.0,387.0,2
292.0,527.0,210.0,387.0,2
291.0,525.0,209.0,386.0,2
290.0,522.0,209.0,386.0,2
288.0,520.0,209.0,386.0,2
287.0,518.0,209.0,385.0,2
286.0,517.0,208.0,385.0,2
285.0,516.0,208.0,385.0,2
285.0,516.0,208.0,385.0,2
285.0,516.0,207.0,384.0,2
287.0,518.0,206.0,384.0,2
288.0,519.0,207.0,384.0,2
288.0,519.0,209.0,385.0,2
288.0,518.0,210.0,385.0,2
288.0,517.0,211.0,386.0,2
289.0,519.0,212.0,386.0,2
289.0,518.0,213.0,387.0,2
288.0,516.0,214.0,387.0,2
287.0,515.0,214.0,388.0,2
288.0,518.0,214.0,388.0,2
288.0,518.0,214.0,388.0,2
288.0,517.0,214.0,389.0,2
288.0,516.0,214.0,389.0,2
289.0,517.0,213.0,389.0,2
